906	0.0043
907	0.0044
908	0.004
909	0.004
910	0.0038
911	0.004
912	0.0038
913	0.0034
914	0.0036
915	0.0034
916	0.0035
917	0.0036
918	0.0035
919	0.0033
920	0.0033
921	0.0032
922	0.0032
923	0.0034
924	0.0034
925	0.0032
926	0.003
927	0.0028
928	0.0028
929	0.0029
930	0.003
931	0.0028
932	0.0029
933	0.003
934	0.0029
935	0.0028
936	0.0028
937	0.003
938	0.0028
939	0.0027
940	0.0029
941	0.0027
942	0.0028
943	0.0026
944	0.0031
945	0.0022
946	0.002
947	0.0028
948	0.0025
949	0.0024
950	0.0027
951	0.0026
952	0.0027
953	0.0024
954	0.0027
955	0.0026
956	0.0025
957	0.0025
958	0.0026
959	0.0028
960	0.0025
961	0.0022
962	0.0025
963	0.0026
964	0.0026
965	0.0025
966	0.0027
967	0.0027
968	0.0027
969	0.0027
970	0.0026
971	0.0026
972	0.0028
973	0.0028
974	0.0025
975	0.0025
976	0.0024
977	0.0021
978	0.0025
979	0.0026
980	0.0023
981	0.0024
982	0.0026
983	0.0027
984	0.0024
985	0.0021
986	0.0021
987	0.002
988	0.0021
989	0.0025
990	0.0023
991	0.0023
992	0.0023
993	0.0022
994	0.0024
995	0.0022
996	0.0024
997	0.0025
998	0.0022
999	0.0023
1000	0.0027
1001	0.0021
1002	0.0022
1003	0.0022
1004	0.002
1005	0.0023
1006	0.0021
1007	0.002
1008	0.002
1009	0.0025
1010	0.0019
1011	0.0021
1012	0.0027
1013	0.0027
1014	0.0023
1015	0.0019
1016	0.0019
1017	0.0023
1018	0.0025
1019	0.0024
1020	0.0022
1021	0.0022
1022	0.0024
1023	0.0022
1024	0.0023
1025	0.0025
1026	0.0023
1027	0.0021
1028	0.0025
1029	0.0024
1030	0.0026
1031	0.0029
1032	0.0025
1033	0.0022
1034	0.002
1035	0.0023
1036	0.0027
1037	0.0026
1038	0.0019
1039	0.0024
1040	0.0028
1041	0.0024
1042	0.0027
1043	0.0029
1044	0.0026
1045	0.0021
1046	0.0023
1047	0.0025
1048	0.0025
1049	0.002
1050	0.0033
1051	0.0028
1052	0.0025
1053	0.0024
1054	0.0023
1055	0.0023
1056	0.0029
1057	0.0027
1058	0.0028
1059	0.0029
1060	0.0025
1061	0.0028
1062	0.0026
1063	0.0023
1064	0.0022
1065	0.0025
1066	0.0032
1067	0.0028
1068	0.0028
1069	0.0035
1070	0.0024
1071	0.0019
1072	0.0028
1073	0.0024
1074	0.0023
1075	0.0027
1076	0.0028
1077	0.0028
1078	0.0016
1079	0.0021
1080	0.0028
1081	0.0025
1082	0.0029
1083	0.0029
1084	0.0022
1085	0.0023
1086	0.0021
1087	0.0039
1088	0.0017
1089	0.0032
1090	0.0037
1091	0.0046
1092	0.0028
1093	0.003
1094	0.0029
1095	0.0022
1096	0.0028
1097	0.0024
1098	0.0044
1099	0.0038
1100	0.0037
