Laser duration (ns) - Raw	Counts - Raw	Laser duration (ns) - Filtered	Counts - Filtered	
0	5	0	5	
25	0	25	0	
50	3	50	3	
75	1	75	1	
100	4	100	4	
125	6	125	6	
150	3	150	3	
175	3	175	3	
200	28	200	28	
225	458	225	458	
250	1663	250	1663	
275	2669	275	2669	
300	2452	300	2452	
325	2482	325	2482	
350	2370	350	2370	
375	2214	375	2214	
400	2143	400	2143	
425	1995	425	1995	
450	1998	450	1998	
475	1907	475	1907	
500	1874	500	1874	
525	1840	525	1840	
550	1743	550	1743	
575	1659	575	1659	
600	1609	600	1609	
625	1578	625	1578	
650	1549	650	1549	
675	1575	675	1575	
700	1502	700	1502	
725	1425	725	1425	
750	1428	750	1428	
775	1266	775	1266	
800	1297	800	1297	
825	1310	825	1310	
850	1325	850	1325	
875	1222	875	1222	
900	1230	900	1230	
925	1188	925	1188	
950	1194	950	1194	
975	1098	975	1098	
1000	1033	1000	1033	
1025	1087	1025	1087	
1050	960	1050	960	
1075	1058	1075	1058	
1100	1017	1100	1017	
1125	998	1125	998	
1150	988	1150	988	
1175	947	1175	947	
1200	947	1200	947	
1225	882	1225	882	
1250	902	1250	902	
1275	886	1275	886	
1300	789	1300	789	
1325	824	1325	824	
1350	815	1350	815	
1375	783	1375	783	
1400	775	1400	775	
1425	715	1425	715	
1450	749	1450	749	
1475	729	1475	729	
1500	707	1500	707	
1525	729	1525	729	
1550	682	1550	682	
1575	654	1575	654	
1600	643	1600	643	
1625	637	1625	637	
1650	699	1650	699	
1675	625	1675	625	
1700	631	1700	631	
1725	658	1725	658	
1750	599	1750	599	
1775	552	1775	552	
1800	565	1800	565	
1825	598	1825	598	
1850	594	1850	594	
1875	552	1875	552	
1900	562	1900	562	
1925	512	1925	512	
1950	519	1950	519	
1975	519	1975	519	
2000	538	2000	538	
2025	491	2025	491	
2050	521	2050	521	
2075	439	2075	439	
2100	504	2100	504	
2125	430	2125	430	
2150	472	2150	472	
2175	437	2175	437	
2200	443	2200	443	
2225	424	2225	424	
2250	427	2250	427	
2275	389	2275	389	
2300	410	2300	410	
2325	393	2325	393	
2350	366	2350	366	
2375	365	2375	365	
2400	351	2400	351	
2425	348	2425	348	
2450	388	2450	388	
2475	329	2475	329	
2500	393	2500	393	
2525	361	2525	361	
2550	314	2550	314	
2575	383	2575	383	
2600	312	2600	312	
2625	331	2625	331	
2650	329	2650	329	
2675	272	2675	272	
2700	320	2700	320	
2725	282	2725	282	
2750	287	2750	287	
2775	306	2775	306	
2800	267	2800	267	
2825	284	2825	284	
2850	289	2850	289	
2875	264	2875	264	
2900	290	2900	290	
2925	287	2925	287	
2950	245	2950	245	
2975	272	2975	272	
3000	244	3000	244	
3025	239	3025	239	
3050	242	3050	242	
3075	253	3075	253	
3100	256	3100	256	
3125	251	3125	251	
3150	234	3150	234	
3175	205	3175	205	
3200	228	3200	228	
3225	198	3225	198	
3250	192	3250	192	
3275	200	3275	200	
3300	198	3300	198	
3325	186	3325	186	
3350	190	3350	190	
3375	169	3375	169	
3400	208	3400	208	
3425	179	3425	179	
3450	193	3450	193	
3475	188	3475	188	
3500	170	3500	170	
3525	189	3525	189	
3550	173	3550	173	
3575	166	3575	166	
3600	193	3600	193	
3625	157	3625	157	
3650	177	3650	177	
