Laser duration (ns) - Raw	Counts - Raw	Laser duration (ns) - Filtered	Counts - Filtered	
0	12	0	12	
25	11	25	11	
50	11	50	11	
75	8	75	8	
100	15	100	15	
125	12	125	12	
150	7	150	7	
175	11	175	11	
200	20	200	20	
225	468	225	468	
250	1664	250	1664	
275	2722	275	2722	
300	2762	300	2762	
325	2725	325	2725	
350	2465	350	2465	
375	2373	375	2373	
400	2211	400	2211	
425	2094	425	2094	
450	2132	450	2132	
475	2050	475	2050	
500	1898	500	1898	
525	1925	525	1925	
550	1893	550	1893	
575	1721	575	1721	
600	1736	600	1736	
625	1724	625	1724	
650	1679	650	1679	
675	1620	675	1620	
700	1533	700	1533	
725	1479	725	1479	
750	1449	750	1449	
775	1456	775	1456	
800	1330	800	1330	
825	1342	825	1342	
850	1309	850	1309	
875	1359	875	1359	
900	1297	900	1297	
925	1202	925	1202	
950	1213	950	1213	
975	1175	975	1175	
1000	1194	1000	1194	
1025	1132	1025	1132	
1050	1041	1050	1041	
1075	1031	1075	1031	
1100	1111	1100	1111	
1125	1108	1125	1108	
1150	1046	1150	1046	
1175	983	1175	983	
1200	984	1200	984	
1225	979	1225	979	
1250	960	1250	960	
1275	977	1275	977	
1300	905	1300	905	
1325	854	1325	854	
1350	881	1350	881	
1375	851	1375	851	
1400	871	1400	871	
1425	819	1425	819	
1450	827	1450	827	
1475	821	1475	821	
1500	751	1500	751	
1525	701	1525	701	
1550	700	1550	700	
1575	688	1575	688	
1600	752	1600	752	
1625	652	1625	652	
1650	694	1650	694	
1675	711	1675	711	
1700	662	1700	662	
1725	653	1725	653	
1750	665	1750	665	
1775	648	1775	648	
1800	639	1800	639	
1825	593	1825	593	
1850	571	1850	571	
1875	580	1875	580	
1900	559	1900	559	
1925	585	1925	585	
1950	518	1950	518	
1975	566	1975	566	
2000	538	2000	538	
2025	546	2025	546	
2050	508	2050	508	
2075	528	2075	528	
2100	486	2100	486	
2125	523	2125	523	
2150	451	2150	451	
2175	463	2175	463	
2200	473	2200	473	
2225	450	2225	450	
2250	443	2250	443	
2275	443	2275	443	
2300	431	2300	431	
2325	423	2325	423	
2350	438	2350	438	
2375	411	2375	411	
2400	405	2400	405	
2425	393	2425	393	
2450	390	2450	390	
2475	408	2475	408	
2500	389	2500	389	
2525	350	2525	350	
2550	386	2550	386	
2575	385	2575	385	
2600	320	2600	320	
2625	382	2625	382	
2650	347	2650	347	
2675	364	2675	364	
2700	337	2700	337	
2725	351	2725	351	
2750	327	2750	327	
2775	306	2775	306	
2800	321	2800	321	
2825	314	2825	314	
2850	299	2850	299	
2875	284	2875	284	
2900	276	2900	276	
2925	296	2925	296	
2950	313	2950	313	
2975	290	2975	290	
3000	282	3000	282	
3025	279	3025	279	
3050	253	3050	253	
3075	280	3075	280	
3100	273	3100	273	
3125	238	3125	238	
3150	276	3150	276	
3175	248	3175	248	
3200	257	3200	257	
3225	237	3225	237	
3250	228	3250	228	
3275	267	3275	267	
3300	234	3300	234	
3325	223	3325	223	
3350	207	3350	207	
3375	225	3375	225	
3400	221	3400	221	
3425	202	3425	202	
3450	174	3450	174	
3475	208	3475	208	
3500	198	3500	198	
3525	182	3525	182	
3550	202	3550	202	
3575	207	3575	207	
3600	194	3600	194	
3625	200	3625	200	
3650	168	3650	168	
3675	199	3675	199	
3700	167	3700	167	
3725	193	3725	193	
3750	167	3750	167	
3775	172	3775	172	
3800	172	3800	172	
3825	168	3825	168	
3850	169	3850	169	
3875	162	3875	162	
3900	152	3900	152	
3925	149	3925	149	
3950	160	3950	160	
3975	149	3975	149	
4000	159	4000	159	
4025	156	4025	156	
4050	154	4050	154	
4075	167	4075	167	
4100	155	4100	155	
4125	152	4125	152	
4150	135	4150	135	
4175	158	4175	158	
4200	153	4200	153	
4225	118	4225	118	
4250	132	4250	132	
4275	155	4275	155	
4300	169	4300	169	
4325	131	4325	131	
4350	124	4350	124	
4375	120	4375	120	
4400	121	4400	121	
4425	105	4425	105	
4450	118	4450	118	
4475	117	4475	117	
4500	115	4500	115	
4525	111	4525	111	
4550	103	4550	103	
4575	90	4575	90	
4600	114	4600	114	
4625	97	4625	97	
4650	114	4650	114	
4675	119	4675	119	
4700	123	4700	123	
4725	108	4725	108	
4750	96	4750	96	
4775	84	4775	84	
4800	98	4800	98	
4825	114	4825	114	
4850	101	4850	101	
4875	114	4875	114	
4900	95	4900	95	
4925	94	4925	94	
4950	112	4950	112	
4975	91	4975	91	
5000	95	5000	95	
5025	83	5025	83	
5050	85	5050	85	
5075	76	5075	76	
5100	95	5100	95	
5125	84	5125	84	
5150	87	5150	87	
5175	93	5175	93	
5200	75	5200	75	
5225	79	5225	79	
5250	82	5250	82	
5275	65	5275	65	
5300	93	5300	93	
5325	81	5325	81	
5350	76	5350	76	
5375	74	5375	74	
5400	72	5400	72	
5425	74	5425	74	
5450	78	5450	78	
5475	84	5475	84	
5500	70	5500	70	
5525	82	5525	82	
5550	78	5550	78	
5575	75	5575	75	
5600	59	5600	59	
5625	64	5625	64	
5650	72	5650	72	
5675	56	5675	56	
5700	78	5700	78	
5725	63	5725	63	
5750	65	5750	65	
5775	71	5775	71	
5800	58	5800	58	
5825	65	5825	65	
5850	53	5850	53	
5875	50	5875	50	
5900	59	5900	59	
5925	70	5925	70	
5950	58	5950	58	
5975	57	5975	57	
6000	64	6000	64	
6025	45	6025	45	
6050	48	6050	48	
6075	63	6075	63	
6100	54	6100	54	
6125	66	6125	66	
6150	54	6150	54	
6175	47	6175	47	
6200	55	6200	55	
6225	70	6225	70	
6250	50	6250	50	
6275	63	6275	63	
6300	39	6300	39	
6325	57	6325	57	
6350	50	6350	50	
6375	46	6375	46	
6400	38	6400	38	
6425	51	6425	51	
6450	39	6450	39	
6475	36	6475	36	
6500	28	6500	28	
6525	52	6525	52	
6550	38	6550	38	
6575	44	6575	44	
6600	38	6600	38	
6625	55	6625	55	
6650	42	6650	42	
6675	45	6675	45	
6700	40	6700	40	
6725	51	6725	51	
6750	42	6750	42	
6775	35	6775	35	
6800	30	6800	30	
6825	46	6825	46	
6850	29	6850	29	
6875	51	6875	51	
6900	48	6900	48	
6925	39	6925	39	
6950	33	6950	33	
6975	41	6975	41	
7000	36	7000	36	
7025	39	7025	39	
7050	28	7050	28	
7075	43	7075	43	
7100	40	7100	40	
7125	33	7125	33	
7150	27	7150	27	
7175	31	7175	31	
7200	35	7200	35	
7225	34	7225	34	
7250	45	7250	45	
7275	24	7275	24	
7300	32	7300	32	
7325	31	7325	31	
7350	27	7350	27	
7375	36	7375	36	
7400	32	7400	32	
7425	39	7425	39	
7450	30	7450	30	
7475	33	7475	33	
7500	27	7500	27	
7525	32	7525	32	
7550	29	7550	29	
7575	33	7575	33	
7600	23	7600	23	
7625	34	7625	34	
7650	29	7650	29	
7675	29	7675	29	
7700	31	7700	31	
7725	32	7725	32	
7750	31	7750	31	
7775	23	7775	23	
7800	34	7800	34	
7825	18	7825	18	
7850	26	7850	26	
7875	24	7875	24	
7900	37	7900	37	
7925	28	7925	28	
7950	23	7950	23	
7975	23	7975	23	
8000	32	8000	32	
8025	25	8025	25	
8050	28	8050	28	
8075	27	8075	27	
8100	28	8100	28	
8125	21	8125	21	
8150	25	8150	25	
8175	28	8175	28	
8200	23	8200	23	
8225	34	8225	34	
8250	30	8250	30	
8275	21	8275	21	
8300	26	8300	26	
8325	23	8325	23	
8350	17	8350	17	
8375	23	8375	23	
8400	22	8400	22	
8425	26	8425	26	
8450	19	8450	19	
8475	17	8475	17	
8500	22	8500	22	
8525	23	8525	23	
8550	17	8550	17	
8575	28	8575	28	
8600	25	8600	25	
8625	29	8625	29	
8650	26	8650	26	
8675	25	8675	25	
8700	31	8700	31	
8725	15	8725	15	
8750	29	8750	29	
8775	14	8775	14	
8800	19	8800	19	
8825	17	8825	17	
8850	25	8850	25	
8875	18	8875	18	
8900	23	8900	23	
8925	26	8925	26	
8950	25	8950	25	
8975	19	8975	19	
9000	12	9000	12	
9025	24	9025	24	
9050	18	9050	18	
9075	10	9075	10	
9100	23	9100	23	
9125	26	9125	26	
9150	20	9150	20	
9175	13	9175	13	
9200	29	9200	29	
9225	24	9225	24	
9250	29	9250	29	
9275	11	9275	11	
9300	16	9300	16	
9325	20	9325	20	
9350	28	9350	28	
9375	12	9375	12	
9400	21	9400	21	
9425	14	9425	14	
9450	25	9450	25	
9475	20	9475	20	
9500	18	9500	18	
9525	17	9525	17	
9550	20	9550	20	
9575	21	9575	21	
9600	14	9600	14	
9625	16	9625	16	
9650	19	9650	19	
9675	19	9675	19	
9700	22	9700	22	
9725	19	9725	19	
9750	14	9750	14	
9775	18	9775	18	
9800	23	9800	23	
9825	17	9825	17	
9850	16	9850	16	
9875	17	9875	17	
9900	16	9900	16	
9925	17	9925	17	
9950	17	9950	17	
9975	20	9975	20	
10000	23	10000	23	
10025	16	10025	16	
10050	22	10050	22	
10075	13	10075	13	
10100	16	10100	16	
10125	20	10125	20	
