Laser duration (ns) - Raw	Counts - Raw	Laser duration (ns) - Filtered	Counts - Filtered	
0	1	0	1	
25	1	25	1	
50	2	50	2	
75	0	75	0	
100	4	100	4	
125	0	125	0	
150	1	150	1	
175	1	175	1	
200	25	200	25	
225	515	225	515	
250	1949	250	1949	
275	3284	275	3284	
300	4387	300	4387	
325	5452	325	5452	
350	6295	350	6295	
375	6937	375	6937	
400	7593	400	7593	
425	8396	425	8396	
450	9062	450	9062	
475	9490	475	9490	
500	10016	500	10016	
525	10360	525	10360	
550	10970	550	10970	
575	11365	575	11365	
600	11678	600	11678	
625	12245	625	12245	
650	12643	650	12643	
675	12645	675	12645	
700	12968	700	12968	
725	13347	725	13347	
750	13663	750	13663	
775	13931	775	13931	
800	14193	800	14193	
825	14520	825	14520	
850	14819	850	14819	
875	15031	875	15031	
900	15116	900	15116	
925	15362	925	15362	
950	15531	950	15531	
975	15739	975	15739	
1000	15719	1000	15719	
1025	16120	1025	16120	
1050	16172	1050	16172	
1075	16573	1075	16573	
1100	16476	1100	16476	
1125	16548	1125	16548	
1150	17103	1150	17103	
1175	16934	1175	16934	
1200	17246	1200	17246	
1225	17299	1225	17299	
1250	17196	1250	17196	
1275	17679	1275	17679	
1300	17505	1300	17505	
1325	17982	1325	17982	
1350	17909	1350	17909	
1375	17886	1375	17886	
1400	18090	1400	18090	
1425	18133	1425	18133	
1450	18423	1450	18423	
1475	18410	1475	18410	
1500	18471	1500	18471	
1525	18376	1525	18376	
1550	18887	1550	18887	
1575	18971	1575	18971	
1600	18918	1600	18918	
1625	18970	1625	18970	
1650	18973	1650	18973	
1675	19228	1675	19228	
1700	19235	1700	19235	
1725	19269	1725	19269	
1750	19478	1750	19478	
1775	19385	1775	19385	
1800	19441	1800	19441	
1825	19572	1825	19572	
1850	19665	1850	19665	
1875	19581	1875	19581	
1900	19595	1900	19595	
1925	19711	1925	19711	
1950	19746	1950	19746	
1975	19827	1975	19827	
2000	19981	2000	19981	
2025	19947	2025	19947	
2050	20096	2050	20096	
2075	20401	2075	20401	
2100	19917	2100	19917	
2125	20067	2125	20067	
2150	20114	2150	20114	
2175	20122	2175	20122	
2200	20194	2200	20194	
2225	20069	2225	20069	
2250	20386	2250	20386	
2275	20422	2275	20422	
2300	20615	2300	20615	
2325	20525	2325	20525	
2350	20794	2350	20794	
2375	20647	2375	20647	
2400	20399	2400	20399	
2425	20841	2425	20841	
2450	20768	2450	20768	
2475	20656	2475	20656	
2500	20837	2500	20837	
2525	20868	2525	20868	
2550	20935	2550	20935	
2575	20623	2575	20623	
2600	20926	2600	20926	
2625	20951	2625	20951	
2650	20814	2650	20814	
2675	21012	2675	21012	
2700	21077	2700	21077	
2725	21023	2725	21023	
2750	20912	2750	20912	
2775	21126	2775	21126	
2800	21183	2800	21183	
2825	21186	2825	21186	
2850	21224	2850	21224	
2875	21219	2875	21219	
2900	21535	2900	21535	
2925	21198	2925	21198	
2950	21294	2950	21294	
2975	21149	2975	21149	
3000	21385	3000	21385	
3025	21347	3025	21347	
3050	21324	3050	21324	
3075	21291	3075	21291	
3100	21289	3100	21289	
3125	21610	3125	21610	
3150	21232	3150	21232	
3175	21710	3175	21710	
3200	21307	3200	21307	
3225	21721	3225	21721	
3250	21483	3250	21483	
3275	21590	3275	21590	
3300	21648	3300	21648	
3325	21628	3325	21628	
3350	21688	3350	21688	
3375	21601	3375	21601	
3400	21536	3400	21536	
3425	21453	3425	21453	
3450	21536	3450	21536	
3475	21791	3475	21791	
3500	21667	3500	21667	
3525	21904	3525	21904	
3550	21905	3550	21905	
3575	21725	3575	21725	
3600	21704	3600	21704	
3625	21700	3625	21700	
3650	21555	3650	21555	
3675	21752	3675	21752	
3700	21452	3700	21452	
3725	21749	3725	21749	
3750	21707	3750	21707	
3775	21704	3775	21704	
3800	22019	3800	22019	
3825	21651	3825	21651	
3850	21937	3850	21937	
3875	21849	3875	21849	
3900	22033	3900	22033	
3925	22107	3925	22107	
3950	21759	3950	21759	
3975	21990	3975	21990	
4000	21794	4000	21794	
4025	21805	4025	21805	
4050	21788	4050	21788	
4075	21844	4075	21844	
4100	21935	4100	21935	
4125	21832	4125	21832	
4150	22002	4150	22002	
4175	22075	4175	22075	
4200	21865	4200	21865	
4225	21917	4225	21917	
4250	21854	4250	21854	
4275	22193	4275	22193	
4300	21992	4300	21992	
4325	21826	4325	21826	
4350	22047	4350	22047	
4375	21985	4375	21985	
4400	21848	4400	21848	
4425	21936	4425	21936	
4450	21982	4450	21982	
4475	21924	4475	21924	
4500	22150	4500	22150	
4525	22000	4525	22000	
4550	21969	4550	21969	
4575	22165	4575	22165	
4600	22176	4600	22176	
4625	22200	4625	22200	
4650	22183	4650	22183	
4675	22305	4675	22305	
4700	22450	4700	22450	
4725	22173	4725	22173	
4750	22210	4750	22210	
4775	22082	4775	22082	
4800	21933	4800	21933	
4825	22248	4825	22248	
4850	22252	4850	22252	
4875	22245	4875	22245	
4900	21880	4900	21880	
4925	22287	4925	22287	
4950	22074	4950	22074	
4975	22222	4975	22222	
5000	22248	5000	22248	
5025	22249	5025	22249	
5050	22469	5050	22469	
5075	22013	5075	22013	
5100	22473	5100	22473	
5125	22067	5125	22067	
5150	22112	5150	22112	
5175	22330	5175	22330	
5200	22024	5200	22024	
5225	22308	5225	22308	
5250	21867	5250	21867	
5275	22181	5275	22181	
5300	22043	5300	22043	
5325	22349	5325	22349	
5350	22336	5350	22336	
5375	22085	5375	22085	
5400	22096	5400	22096	
5425	21981	5425	21981	
5450	22408	5450	22408	
5475	22592	5475	22592	
5500	22269	5500	22269	
5525	22309	5525	22309	
5550	22475	5550	22475	
5575	22109	5575	22109	
5600	22200	5600	22200	
5625	22488	5625	22488	
5650	22150	5650	22150	
5675	22304	5675	22304	
5700	22479	5700	22479	
5725	22412	5725	22412	
5750	22223	5750	22223	
5775	22439	5775	22439	
5800	22125	5800	22125	
5825	22639	5825	22639	
5850	22358	5850	22358	
5875	22111	5875	22111	
5900	22543	5900	22543	
5925	22372	5925	22372	
5950	22338	5950	22338	
5975	22392	5975	22392	
6000	22233	6000	22233	
6025	22421	6025	22421	
6050	22339	6050	22339	
6075	22197	6075	22197	
6100	22209	6100	22209	
6125	22173	6125	22173	
6150	22339	6150	22339	
6175	22294	6175	22294	
6200	22414	6200	22414	
6225	22351	6225	22351	
6250	22337	6250	22337	
6275	22537	6275	22537	
6300	22240	6300	22240	
6325	22106	6325	22106	
6350	22455	6350	22455	
6375	22532	6375	22532	
6400	22181	6400	22181	
6425	22284	6425	22284	
6450	22235	6450	22235	
6475	22558	6475	22558	
6500	22469	6500	22469	
6525	22518	6525	22518	
6550	22341	6550	22341	
6575	22230	6575	22230	
6600	22374	6600	22374	
6625	22436	6625	22436	
6650	22150	6650	22150	
6675	22389	6675	22389	
6700	22069	6700	22069	
6725	22386	6725	22386	
6750	22466	6750	22466	
6775	22284	6775	22284	
6800	22342	6800	22342	
6825	22424	6825	22424	
6850	22378	6850	22378	
6875	22508	6875	22508	
6900	22659	6900	22659	
6925	22236	6925	22236	
6950	22330	6950	22330	
6975	22638	6975	22638	
7000	22515	7000	22515	
7025	22554	7025	22554	
7050	22228	7050	22228	
7075	22445	7075	22445	
7100	22318	7100	22318	
7125	22539	7125	22539	
7150	22552	7150	22552	
7175	22316	7175	22316	
7200	22494	7200	22494	
7225	22486	7225	22486	
7250	22385	7250	22385	
7275	22455	7275	22455	
7300	22297	7300	22297	
7325	22423	7325	22423	
7350	22297	7350	22297	
7375	22320	7375	22320	
7400	22290	7400	22290	
7425	22402	7425	22402	
7450	22262	7450	22262	
7475	22177	7475	22177	
7500	22524	7500	22524	
7525	22598	7525	22598	
7550	22161	7550	22161	
7575	22626	7575	22626	
7600	22523	7600	22523	
7625	22444	7625	22444	
7650	22578	7650	22578	
7675	22607	7675	22607	
7700	22697	7700	22697	
7725	22445	7725	22445	
7750	22301	7750	22301	
7775	22315	7775	22315	
7800	22214	7800	22214	
7825	22258	7825	22258	
7850	22176	7850	22176	
7875	22201	7875	22201	
7900	22484	7900	22484	
7925	22309	7925	22309	
7950	22416	7950	22416	
7975	22334	7975	22334	
8000	22528	8000	22528	
8025	22470	8025	22470	
8050	22382	8050	22382	
8075	22238	8075	22238	
8100	22152	8100	22152	
8125	22432	8125	22432	
8150	22308	8150	22308	
8175	22365	8175	22365	
8200	22599	8200	22599	
8225	22460	8225	22460	
8250	22756	8250	22756	
