Laser duration (ns) - Raw	Counts - Raw	Laser duration (ns) - Filtered	Counts - Filtered	
0	23	0	23	
25	22	25	22	
50	22	50	22	
75	22	75	22	
100	16	100	16	
125	19	125	19	
150	27	150	27	
175	14	175	14	
200	17	200	17	
225	119	225	119	
250	393	250	393	
275	713	275	713	
300	1031	300	1031	
325	1334	325	1334	
350	1585	350	1585	
375	1846	375	1846	
400	1988	400	1988	
425	2262	425	2262	
450	2393	450	2393	
475	2804	475	2804	
500	3011	500	3011	
525	3125	525	3125	
550	3390	550	3390	
575	3526	575	3526	
600	3765	600	3765	
625	3925	625	3925	
650	4077	650	4077	
675	4177	675	4177	
700	4480	700	4480	
725	4682	725	4682	
750	4687	750	4687	
775	4942	775	4942	
800	5104	800	5104	
825	5271	825	5271	
850	5423	850	5423	
875	5508	875	5508	
900	5723	900	5723	
925	5780	925	5780	
950	6039	950	6039	
975	6321	975	6321	
1000	6260	1000	6260	
1025	6309	1025	6309	
1050	6617	1050	6617	
1075	6593	1075	6593	
1100	6740	1100	6740	
1125	6856	1125	6856	
1150	6945	1150	6945	
1175	6947	1175	6947	
1200	7234	1200	7234	
1225	7344	1225	7344	
1250	7413	1250	7413	
1275	7559	1275	7559	
1300	7399	1300	7399	
1325	7669	1325	7669	
1350	7855	1350	7855	
1375	7833	1375	7833	
1400	7929	1400	7929	
1425	8052	1425	8052	
1450	8278	1450	8278	
1475	8200	1475	8200	
1500	8279	1500	8279	
1525	8407	1525	8407	
1550	8387	1550	8387	
1575	8535	1575	8535	
1600	8665	1600	8665	
1625	8816	1625	8816	
1650	8889	1650	8889	
1675	8884	1675	8884	
1700	8869	1700	8869	
1725	8865	1725	8865	
1750	9347	1750	9347	
1775	9227	1775	9227	
1800	9244	1800	9244	
1825	9352	1825	9352	
1850	9415	1850	9415	
1875	9568	1875	9568	
1900	9380	1900	9380	
1925	9689	1925	9689	
1950	9665	1950	9665	
1975	9963	1975	9963	
2000	9908	2000	9908	
2025	9863	2025	9863	
2050	9866	2050	9866	
2075	10073	2075	10073	
2100	9941	2100	9941	
2125	10231	2125	10231	
2150	10025	2150	10025	
2175	10154	2175	10154	
2200	10258	2200	10258	
2225	10300	2225	10300	
2250	10293	2250	10293	
2275	10354	2275	10354	
2300	10662	2300	10662	
2325	10469	2325	10469	
2350	10414	2350	10414	
2375	10547	2375	10547	
2400	10768	2400	10768	
2425	10796	2425	10796	
2450	10859	2450	10859	
2475	10731	2475	10731	
2500	10872	2500	10872	
2525	10973	2525	10973	
2550	10994	2550	10994	
2575	11084	2575	11084	
2600	11094	2600	11094	
2625	11131	2625	11131	
2650	10908	2650	10908	
2675	11252	2675	11252	
2700	11241	2700	11241	
2725	11230	2725	11230	
2750	11451	2750	11451	
2775	11049	2775	11049	
2800	11421	2800	11421	
2825	11275	2825	11275	
2850	11323	2850	11323	
2875	11319	2875	11319	
2900	11522	2900	11522	
2925	11667	2925	11667	
2950	11503	2950	11503	
2975	11572	2975	11572	
3000	11340	3000	11340	
3025	11804	3025	11804	
3050	11621	3050	11621	
3075	11705	3075	11705	
3100	11883	3100	11883	
3125	11782	3125	11782	
3150	11877	3150	11877	
3175	11823	3175	11823	
3200	12042	3200	12042	
3225	11939	3225	11939	
3250	12013	3250	12013	
3275	11743	3275	11743	
3300	12043	3300	12043	
3325	11876	3325	11876	
3350	11964	3350	11964	
3375	12050	3375	12050	
3400	12069	3400	12069	
