Laser duration (ns) - Raw	Counts - Raw	Laser duration (ns) - Filtered	Counts - Filtered	
0	4	0	4	
25	7	25	7	
50	3	50	3	
75	8	75	8	
100	5	100	5	
125	2	125	2	
150	6	150	6	
175	4	175	4	
200	7	200	7	
225	96	225	96	
250	428	250	428	
275	719	275	719	
300	1115	300	1115	
325	1335	325	1335	
350	1586	350	1586	
375	1902	375	1902	
400	2042	400	2042	
425	2353	425	2353	
450	2527	450	2527	
475	2747	475	2747	
500	3065	500	3065	
525	3078	525	3078	
550	3422	550	3422	
575	3565	575	3565	
600	3741	600	3741	
625	3979	625	3979	
650	3996	650	3996	
675	4288	675	4288	
700	4444	700	4444	
725	4563	725	4563	
750	4734	750	4734	
775	4844	775	4844	
800	5018	800	5018	
825	5147	825	5147	
850	5264	850	5264	
875	5572	875	5572	
900	5659	900	5659	
925	5768	925	5768	
950	5782	950	5782	
975	5827	975	5827	
1000	6123	1000	6123	
1025	6173	1025	6173	
1050	6302	1050	6302	
1075	6556	1075	6556	
1100	6662	1100	6662	
1125	6606	1125	6606	
1150	6623	1150	6623	
1175	6732	1175	6732	
1200	6864	1200	6864	
1225	7080	1225	7080	
1250	7081	1250	7081	
1275	7151	1275	7151	
1300	7389	1300	7389	
1325	7482	1325	7482	
1350	7620	1350	7620	
1375	7525	1375	7525	
1400	7636	1400	7636	
1425	7650	1425	7650	
1450	7949	1450	7949	
1475	8038	1475	8038	
1500	8061	1500	8061	
1525	7982	1525	7982	
1550	7942	1550	7942	
1575	7990	1575	7990	
1600	8296	1600	8296	
1625	8446	1625	8446	
1650	8301	1650	8301	
1675	8214	1675	8214	
1700	8557	1700	8557	
1725	8485	1725	8485	
1750	8565	1750	8565	
1775	8787	1775	8787	
1800	8675	1800	8675	
1825	8882	1825	8882	
1850	8908	1850	8908	
1875	9097	1875	9097	
1900	9006	1900	9006	
1925	9092	1925	9092	
1950	9046	1950	9046	
1975	9211	1975	9211	
2000	9234	2000	9234	
2025	9318	2025	9318	
2050	9428	2050	9428	
2075	9323	2075	9323	
2100	9258	2100	9258	
2125	9412	2125	9412	
2150	9594	2150	9594	
2175	9473	2175	9473	
2200	9582	2200	9582	
2225	9635	2225	9635	
2250	9664	2250	9664	
2275	9774	2275	9774	
2300	9728	2300	9728	
2325	9730	2325	9730	
2350	9684	2350	9684	
2375	9869	2375	9869	
2400	9869	2400	9869	
2425	9897	2425	9897	
2450	9875	2450	9875	
2475	9924	2475	9924	
2500	9892	2500	9892	
2525	10066	2525	10066	
2550	10246	2550	10246	
2575	10168	2575	10168	
2600	10112	2600	10112	
2625	10057	2625	10057	
2650	10088	2650	10088	
2675	10337	2675	10337	
2700	10178	2700	10178	
2725	10450	2725	10450	
2750	10375	2750	10375	
2775	10368	2775	10368	
2800	10304	2800	10304	
2825	10326	2825	10326	
2850	10391	2850	10391	
2875	10409	2875	10409	
2900	10616	2900	10616	
2925	10477	2925	10477	
2950	10457	2950	10457	
2975	10429	2975	10429	
3000	10628	3000	10628	
3025	10651	3025	10651	
3050	10648	3050	10648	
3075	10780	3075	10780	
3100	10839	3100	10839	
3125	10779	3125	10779	
3150	10780	3150	10780	
3175	10715	3175	10715	
3200	10878	3200	10878	
3225	10937	3225	10937	
3250	10803	3250	10803	
3275	10806	3275	10806	
3300	10698	3300	10698	
3325	10854	3325	10854	
3350	10875	3350	10875	
3375	10810	3375	10810	
3400	10811	3400	10811	
3425	11045	3425	11045	
3450	10993	3450	10993	
3475	10934	3475	10934	
3500	11276	3500	11276	
3525	11148	3525	11148	
3550	11071	3550	11071	
3575	11104	3575	11104	
3600	11077	3600	11077	
3625	10975	3625	10975	
3650	11173	3650	11173	
3675	11081	3675	11081	
3700	11147	3700	11147	
3725	11175	3725	11175	
3750	11205	3750	11205	
3775	11064	3775	11064	
3800	11197	3800	11197	
3825	11046	3825	11046	
3850	11156	3850	11156	
3875	11137	3875	11137	
3900	11177	3900	11177	
3925	11175	3925	11175	
3950	11408	3950	11408	
3975	11123	3975	11123	
4000	11262	4000	11262	
4025	11489	4025	11489	
4050	11270	4050	11270	
4075	11388	4075	11388	
4100	11397	4100	11397	
4125	11323	4125	11323	
4150	11383	4150	11383	
4175	11350	4175	11350	
4200	11434	4200	11434	
4225	11497	4225	11497	
4250	11383	4250	11383	
4275	11526	4275	11526	
4300	11555	4300	11555	
4325	11411	4325	11411	
4350	11488	4350	11488	
4375	11312	4375	11312	
4400	11470	4400	11470	
4425	11290	4425	11290	
4450	11489	4450	11489	
4475	11557	4475	11557	
4500	11602	4500	11602	
4525	11545	4525	11545	
